timestamp,open,high,low,close,volume,vwap,transactions,otc,returns
2023-09-01 13:30:00,98.4,98.4,98.4,98.4,2448,98.4205,24,,0.0
2023-09-01 13:35:00,98.71,98.8525,98.7,98.8525,1017,98.7727,27,,0.14436227332592644
2023-09-01 13:36:00,98.575,98.575,98.575,98.575,330,98.6173,12,,0.0
2023-09-01 13:37:00,98.65,98.65,98.65,98.65,493,98.5446,18,,0.0
2023-09-01 13:38:00,98.305,98.59,98.305,98.59,652,98.4116,15,,0.2899140430293379
2023-09-01 13:39:00,98.59,98.59,98.59,98.59,474,98.583,18,,0.0
2023-09-01 13:41:00,98.5188,98.5188,98.43,98.43,780,98.4834,18,,-0.09013508081705535
2023-09-01 13:42:00,98.455,98.455,98.455,98.455,110,98.455,2,,0.0
2023-09-01 13:43:00,98.38,98.52,98.345,98.52,1436,98.4256,29,,0.14230534661516803
2023-09-01 13:46:00,98.48,98.48,98.48,98.48,174,98.515,7,,0.0
2023-09-01 13:47:00,98.5,98.67,98.5,98.67,237,98.6076,6,,0.17258883248731927
2023-09-01 13:48:00,98.6,98.6,98.6,98.6,208,98.5925,11,,0.0
2023-09-01 13:49:00,98.6,98.6,98.6,98.6,404,98.6772,22,,0.0
2023-09-01 13:57:00,98.76,98.77,98.76,98.77,390,98.7712,10,,0.010125556905626887
2023-09-01 13:58:00,98.77,98.77,98.7508,98.7508,201,98.7605,3,,-0.019439100941576193
2023-09-01 14:00:00,98.82,98.82,98.7,98.75,2056,98.7574,43,,-0.070835863185581
2023-09-01 14:01:00,98.82,98.87,98.82,98.87,1018,98.8512,35,,0.05059704513257213
2023-09-01 14:02:00,99.06,99.06,99.06,99.06,305,99.0546,11,,0.0
2023-09-01 14:06:00,98.94,98.94,98.93,98.93,486,98.968,21,,-0.01010713563774912
2023-09-01 14:08:00,98.89,98.89,98.89,98.89,579,98.9167,30,,0.0
2023-09-01 14:10:00,99.03,99.03,99.03,99.03,272,99.0249,19,,0.0
2023-09-01 14:11:00,98.97,99.03,98.93,99.03,1495,98.9747,43,,0.06062443164596143
2023-09-01 14:13:00,98.98,98.98,98.94,98.94,455,98.9695,21,,-0.04041220448576244
2023-09-01 14:14:00,98.94,98.94,98.88,98.88,535,98.9308,23,,-0.06064281382656134
2023-09-01 14:16:00,98.89,98.89,98.89,98.89,351,98.8989,8,,0.0
2023-09-01 14:17:00,98.92,98.92,98.88,98.88,551,98.9168,26,,-0.04043671653862768
2023-09-01 14:19:00,98.94,98.94,98.94,98.94,770,98.9257,27,,0.0
2023-09-01 14:20:00,98.92,98.92,98.9,98.9,537,98.9051,21,,-0.02021835826930829
2023-09-01 14:22:00,98.89,98.89,98.89,98.89,355,98.8897,10,,0.0
2023-09-01 14:23:00,98.86,98.9,98.78,98.82,3352,98.8848,26,,-0.04046125834513692
2023-09-01 14:25:00,98.7351,98.75,98.71,98.71,902,98.7326,12,,-0.02542155727801587
2023-09-01 14:26:00,98.7125,98.715,98.7125,98.715,676,98.7296,22,,0.0025326073192388776
2023-09-01 14:27:00,98.725,98.77,98.725,98.73,727,98.7558,7,,0.0050645733097098855
2023-09-01 14:28:00,98.725,98.725,98.7225,98.7225,236,98.7262,10,,-0.0025322866548438405
2023-09-01 14:29:00,98.78,98.79,98.78,98.79,909,98.7808,36,,0.01012350678275542
2023-09-01 14:30:00,98.855,98.855,98.855,98.855,302,98.8616,12,,0.0
2023-09-01 14:31:00,98.79,98.79,98.74,98.74,1331,98.7583,31,,-0.05061241016298679
2023-09-01 14:32:00,98.7216,98.7216,98.72,98.72,542,98.7198,16,,-0.0016207192752082378
2023-09-01 14:34:00,98.65,98.65,98.65,98.65,549,98.699,27,,0.0
2023-09-01 14:38:00,98.75,98.79,98.75,98.78,961,98.7716,37,,0.030379746835440535
2023-09-01 14:39:00,98.75,98.77,98.71,98.71,1607,98.7436,39,,-0.040506329113931816
2023-09-01 14:40:00,98.73,98.73,98.73,98.73,147,98.7368,4,,0.0
2023-09-01 14:42:00,98.8,98.8299,98.78,98.78,1859,98.8084,36,,-0.02024291497975117
2023-09-01 14:43:00,98.83,98.83,98.83,98.83,522,98.829,13,,0.0
2023-09-01 14:44:00,98.77,98.79,98.76,98.79,633,98.7819,23,,0.02024906348081501
2023-09-01 14:45:00,98.8376,98.8376,98.8376,98.8376,198,98.8347,5,,0.0
2023-09-01 14:46:00,98.75,98.75,98.75,98.75,226,98.74,14,,0.0
2023-09-01 14:47:00,98.78,98.8719,98.78,98.8719,746,98.8316,26,,0.09303502733346569
2023-09-01 14:48:00,98.83,98.83,98.78,98.78,719,98.8167,20,,-0.050591925528686854
2023-09-01 14:51:00,98.69,98.69,98.65,98.68,1910,98.6702,52,,-0.010132738879309322
2023-09-01 14:53:00,98.73,98.73,98.73,98.73,149,98.7222,10,,0.0
2023-09-01 14:54:00,98.72,98.72,98.68,98.68,571,98.7005,15,,-0.04051863857373883
2023-09-01 14:55:00,98.65,98.65,98.65,98.65,405,98.6518,11,,0.0
2023-09-01 14:56:00,98.61,98.63,98.59,98.63,1445,98.6034,45,,0.020281918669495802
2023-09-01 14:59:00,98.62,98.62,98.62,98.62,140,98.6294,7,,0.0
2023-09-01 15:09:00,98.63,98.63,98.63,98.63,548,98.6357,29,,0.0
2023-09-01 15:11:00,98.71,98.71,98.67,98.67,277,98.6924,7,,-0.040522743389714844
2023-09-01 15:14:00,98.61,98.61,98.61,98.61,237,98.5929,13,,0.0
2023-09-01 15:17:00,98.58,98.58,98.58,98.58,417,98.5959,15,,0.0
2023-09-01 15:21:00,98.6,98.62,98.59,98.62,1271,98.6004,39,,0.020283975659229903
2023-09-01 15:24:00,98.63,98.66,98.63,98.66,1520,98.6439,41,,0.03041670891210657
2023-09-01 15:25:00,98.62,98.63,98.62,98.63,897,98.6247,29,,0.01013993104845845
2023-09-01 15:26:00,98.57,98.58,98.57,98.58,1251,98.5773,21,,0.010145074566292323
2023-09-01 15:28:00,98.58,98.58,98.56,98.56,1076,98.5719,25,,-0.020288090890641097
2023-09-01 15:29:00,98.54,98.54,98.54,98.54,166,98.5381,8,,0.0
2023-09-01 15:30:00,98.53,98.53,98.49,98.5,1632,98.511,42,,-0.030447579417436366
2023-09-01 15:31:00,98.5,98.5,98.5,98.5,127,98.4992,5,,0.0
2023-09-01 15:32:00,98.47,98.47,98.44,98.44,433,98.4687,21,,-0.03046613181679758
2023-09-01 15:35:00,98.42,98.42,98.375,98.375,492,98.409,33,,-0.04572241414346756
2023-09-01 15:37:00,98.33,98.33,98.32,98.32,425,98.3201,21,,-0.010169836265638832
2023-09-01 15:39:00,98.3182,98.3182,98.3182,98.3182,557,98.3205,10,,0.0
2023-09-01 15:40:00,98.33,98.34,98.28,98.29,2306,98.3235,50,,-0.04067934506253312
2023-09-01 15:41:00,98.29,98.32,98.29,98.32,1001,98.3062,19,,0.030521924916060428
2023-09-01 15:42:00,98.32,98.32,98.32,98.32,516,98.3124,23,,0.0
2023-09-01 15:43:00,98.37,98.37,98.37,98.37,340,98.367,15,,0.0
2023-09-01 15:44:00,98.32,98.32,98.32,98.32,213,98.3216,5,,0.0
2023-09-01 15:45:00,98.26,98.26,98.26,98.26,329,98.3063,14,,0.0
2023-09-01 15:48:00,98.25,98.25,98.2,98.21,826,98.219,24,,-0.04071246819339347
2023-09-01 15:49:00,98.2,98.2,98.17,98.17,930,98.1862,24,,-0.03054989816700937
2023-09-01 15:50:00,98.202,98.202,98.202,98.202,258,98.2059,4,,0.0
2023-09-01 15:54:00,98.25,98.27,98.25,98.27,424,98.2591,16,,0.020356234096685633
2023-09-01 16:01:00,98.285,98.285,98.285,98.285,200,98.2731,11,,0.0
2023-09-01 16:02:00,98.26,98.26,98.26,98.26,404,98.2709,19,,0.0
